concept,value,display_value,formatted_value,context_ref,unit_ref,decimals,scaling_factor,level,parent_concept,order,period_type,period_start,period_end,dimensions,sign,scale,format,is_nil,fact_id
ifrs-full_RepaymentsOfNoncurrentBorrowings,11697,11697000000,"11,697,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,33,instant,,,,,,,,f-690
ifrs-full_CashFlowsFromUsedInIncreaseDecreaseInCurrentBorrowings,2966,2966000000,"2,966,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,34,instant,,,,,,,,f-691
ifrs-full_CashFlowsFromUsedInIncreaseDecreaseInCurrentBorrowings,861,861000000,"861,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,34,instant,,,,,,,,f-692
ifrs-full_CashFlowsFromUsedInIncreaseDecreaseInCurrentBorrowings,1392,1392000000,"1,392,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,34,instant,,,,,,,,f-693
ifrs-full_ProceedsFromIssuingOtherEquityInstruments,4330,4330000000,"4,330,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,35,instant,,,,,,,,f-694
ifrs-full_ProceedsFromIssuingOtherEquityInstruments,175,175000000,"175,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,35,instant,,,,,,,,f-695
ifrs-full_ProceedsFromIssuingOtherEquityInstruments,370,370000000,"370,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,35,instant,,,,,,,,f-696
bpplc_RedemptionOfOtherEquityInstruments,1288,1288000000,"1,288,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,36,instant,,,,,,,,f-697
bpplc_RedemptionOfOtherEquityInstruments,—,—,—,c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,36,instant,,,,,,,,f-698
bpplc_RedemptionOfOtherEquityInstruments,—,—,—,c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,36,instant,,,,,,,,f-699
ifrs-full_RepaymentsOfBondsNotesAndDebentures,1053,1053000000,"1,053,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,37,instant,,,,,,,,f-700
ifrs-full_RepaymentsOfBondsNotesAndDebentures,1008,1008000000,"1,008,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,37,instant,,,,,,,,f-701
ifrs-full_RepaymentsOfBondsNotesAndDebentures,708,708000000,"708,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,37,instant,,,,,,,,f-702
ifrs-full_PaymentsOfOtherEquityInstruments,21,21000000,"21,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,38,instant,,,,,,,,f-703
ifrs-full_PaymentsOfOtherEquityInstruments,187,187000000,"187,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,38,instant,,,,,,,,f-704
ifrs-full_PaymentsOfOtherEquityInstruments,9,9000000,"9,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,38,instant,,,,,,,,f-705
ifrs-full_ProceedsFromContributionsOfNoncontrollingInterests,1353,1353000000,"1,353,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,39,instant,,,,,,,,f-706
ifrs-full_ProceedsFromContributionsOfNoncontrollingInterests,546,546000000,"546,000,000",c-2,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,39,instant,,,,,,,,f-707
ifrs-full_ProceedsFromContributionsOfNoncontrollingInterests,11,11000000,"11,000,000",c-3,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,39,instant,,,,,,,,f-708
ifrs-full_AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,6317,6317000000,"6,317,000,000",c-1,u-1,-6,1000000,1,ifrs-full_StatementOfCashFlowsAbstract,4,instant,,,,,,,,f-601
